CALLE,SUPERFICIE,PRECIOUSD,PRECIOPESOS,USDM2,ANTIG,EN_GALERIA,COTIZ,TRIMESTRE,BARRIO,COMUNA
MANSO JUANA 100,1428,4600000,289800000,3221,0,NO,63,PRIMER,PUERTO MADERO,1
MANSO JUANA 100,714,3500000,220500000,4902,0,NO,63,PRIMER,PUERTO MADERO,1
MANSO JUANA 100,360,2400000,151200000,6667,0,NO,63,PRIMER,PUERTO MADERO,1
MANSO JUANA 1800,981,2660000,167580000,2712,0,NO,63,PRIMER,PUERTO MADERO,1
MANSO JUANA 1800,738,2200000,138600000,2981,0,NO,63,PRIMER,PUERTO MADERO,1
"MOREAU DE JUSTO, ALICIA 1700",475,1720000,108360000,3621,20,NO,63,PRIMER,PUERTO MADERO,1
"MOREAU DE JUSTO, ALICIA 1700",520,2900000,182700000,5577,0,NO,63,PRIMER,PUERTO MADERO,1
"MOREAU DE JUSTO, ALICIA 2000",220,1000000,63000000,4545,0,NO,63,PRIMER,PUERTO MADERO,1
"MOREAU DE JUSTO, ALICIA 700",200,1100000,69300000,5500,5,NO,63,PRIMER,PUERTO MADERO,1
"MOREAU DE JUSTO, ALICIA 700",88,750000,47250000,8523,12,NO,63,PRIMER,PUERTO MADERO,1
PAINE AIME 1300,249,1400000,88200000,5622,3,NO,63,PRIMER,PUERTO MADERO,1
"VERA PENALOZA, ROSARIO 300",465,2500000,157500000,5376,0,NO,63,PRIMER,PUERTO MADERO,1
"VERA PENALOZA, ROSARIO 300",350,1900000,119700000,5429,0,NO,63,PRIMER,PUERTO MADERO,1
"VERA PENALOZA, ROSARIO 420",109,594000,37422000,5450,1,NO,63,PRIMER,PUERTO MADERO,1
AGUERO 1100,36,160000,10080000,4444,35,NO,63,PRIMER,RECOLETA,2
AGUERO 1200,30,125000,7875000,4167,0,NO,63,PRIMER,RECOLETA,2
AGUERO 1200,25,120000,7560000,4800,1,NO,63,PRIMER,RECOLETA,2
AGUERO 1600,200,312000,19656000,1560,0,NO,63,PRIMER,RECOLETA,2
AGUERO 1900,72,390000,24570000,5417,35,NO,63,PRIMER,RECOLETA,2
AGUERO 2200,60,180000,11340000,3000,20,NO,63,PRIMER,RECOLETA,2
ALVEAR 1700,23,69000,4347000,3000,0,NO,63,PRIMER,RECOLETA,2
ALVEAR 1700,54,370000,23310000,6852,0,NO,63,PRIMER,RECOLETA,2
ALVEAR 1800,10,120000,7560000,12000,6,NO,63,PRIMER,RECOLETA,2
ALVEAR 1800,24,320000,20160000,13333,40,NO,63,PRIMER,RECOLETA,2
ALVEAR 1981,66,1200000,75600000,18182,0,NO,63,PRIMER,RECOLETA,2
"ALVEAR, MARCELO T. De 1400",397,750000,47250000,1889,60,NO,63,PRIMER,RECOLETA,2
"ALVEAR, MARCELO T. De 1400",238,600000,37800000,2521,90,NO,63,PRIMER,RECOLETA,2
"ALVEAR, MARCELO T. De 1400",245,620000,39060000,2531,0,NO,63,PRIMER,RECOLETA,2
"ALVEAR, MARCELO T. De 1658",48,190000,11970000,3958,45,NO,63,PRIMER,RECOLETA,2
"ALVEAR, MARCELO T. De 1900",108,250000,15750000,2315,40,NO,63,PRIMER,RECOLETA,2
"ALVEAR, MARCELO T. De 2100",93,550000,34650000,5914,0,NO,63,PRIMER,RECOLETA,2
"ANCHORENA, TOMAS M. DE, DR 1300",159,205000,12915000,1289,40,NO,63,PRIMER,RECOLETA,2
"ANCHORENA, TOMAS M. DE, DR 1300",159,265000,16695000,1667,60,NO,63,PRIMER,RECOLETA,2
"ANCHORENA, TOMAS M. DE, DR 1775",54,183000,11529000,3389,33,NO,63,PRIMER,RECOLETA,2
ARENALES 1700,1340,2950000,185850000,2201,20,NO,63,PRIMER,RECOLETA,2
ARENALES 1700,600,3300000,207900000,5500,0,NO,63,PRIMER,RECOLETA,2
ARENALES 1700,22,150000,9450000,6818,0,NO,63,PRIMER,RECOLETA,2
ARENALES 2000,144,240000,15120000,1667,50,NO,63,PRIMER,RECOLETA,2
ARENALES 2000,144,263000,16569000,1826,50,NO,63,PRIMER,RECOLETA,2
ARENALES 2000,142,260000,16380000,1831,50,NO,63,PRIMER,RECOLETA,2
ARENALES 2600,95,150000,9450000,1579,50,NO,63,PRIMER,RECOLETA,2
ARENALES 2800,56,200000,12600000,3571,0,NO,63,PRIMER,RECOLETA,2
ARENALES 2800,30,205000,12915000,6833,0,NO,63,PRIMER,RECOLETA,2
ARENALES 2800,28,230000,14490000,8214,25,NO,63,PRIMER,RECOLETA,2
ARENALES 3300,42,150000,9450000,3571,0,NO,63,PRIMER,RECOLETA,2
AYACUCHO 1200,967,3000000,189000000,3102,20,NO,63,PRIMER,RECOLETA,2
AYACUCHO 1200,33,280000,17640000,8485,0,NO,63,PRIMER,RECOLETA,2
AYACUCHO 1300,103,295000,18585000,2864,45,NO,63,PRIMER,RECOLETA,2
AYACUCHO 1400,700,1300000,81900000,1857,0,NO,63,PRIMER,RECOLETA,2
AYACUCHO 1700,155,460000,28980000,2968,0,NO,63,PRIMER,RECOLETA,2
AZCUENAGA 1800,115,350000,22050000,3043,45,NO,63,PRIMER,RECOLETA,2
BERUTI 3011,105,275000,17325000,2619,60,NO,63,PRIMER,RECOLETA,2
BILLINGHURST 2300,180,560000,35280000,3111,35,NO,63,PRIMER,RECOLETA,2
BILLINGHURST 2400,31,190000,11970000,6129,0,NO,63,PRIMER,RECOLETA,2
"BRAVO, MARIO 1300",57,170000,10710000,2982,50,NO,63,PRIMER,RECOLETA,2
"CABRERA, JOSE A. 2900",23,195000,12285000,8478,0,SI,63,PRIMER,RECOLETA,2
"CABRERA, JOSE A. 3400",30,90000,5670000,3000,35,SI,63,PRIMER,RECOLETA,2
CALLAO 1000,575,1200000,75600000,2087,0,SI,63,PRIMER,RECOLETA,2
CALLAO 1000,610,1400000,88200000,2295,50,NO,63,PRIMER,RECOLETA,2
CALLAO 1008,120,950000,59850000,7917,0,NO,63,PRIMER,RECOLETA,2
CALLAO 1200,27,90000,5670000,3333,30,NO,63,PRIMER,RECOLETA,2
CALLAO 1300,45,372000,23436000,8267,0,NO,63,PRIMER,RECOLETA,2
CALLAO 1300,48,400000,25200000,8333,50,SI,63,PRIMER,RECOLETA,2
CALLAO 1584,54,350000,22050000,6481,0,NO,63,PRIMER,RECOLETA,2
CHARCAS 2600,94,240000,15120000,2553,0,NO,63,PRIMER,RECOLETA,2
CHARCAS 2909,42,165000,10395000,3929,45,NO,63,PRIMER,RECOLETA,2
CHARCAS 3100,54,138000,8694000,2556,40,NO,63,PRIMER,RECOLETA,2
CHARCAS 3100,90,310000,19530000,3444,0,NO,63,PRIMER,RECOLETA,2
CHARCAS 3300,80,400000,25200000,5000,6,NO,63,PRIMER,RECOLETA,2
CORDOBA 1600,118,220000,13860000,1864,69,NO,63,PRIMER,RECOLETA,2
CORDOBA 3181,103,250000,15750000,2427,0,NO,63,PRIMER,RECOLETA,2
CORDOBA 3181,106,325000,20475000,3066,0,NO,63,PRIMER,RECOLETA,2
CORDOBA 3181,104,325000,20475000,3125,0,NO,63,PRIMER,RECOLETA,2
CORDOBA 3181,106,379000,23877000,3575,0,NO,63,PRIMER,RECOLETA,2
CORDOBA 3300,130,500000,31500000,3846,0,NO,63,PRIMER,RECOLETA,2
CORDOBA 3500,130,350000,22050000,2692,0,NO,63,PRIMER,RECOLETA,2
DEL LIBERTADOR 1700,81,850000,53550000,10494,50,NO,63,PRIMER,RECOLETA,2
ECUADOR 1300,266,450000,28350000,1692,0,NO,63,PRIMER,RECOLETA,2
ECUADOR 1300,49,165000,10395000,3367,45,NO,63,PRIMER,RECOLETA,2
ECUADOR 1300,80,30000,1890000,375,17,NO,63,PRIMER,RECOLETA,2
FRENCH 2300,146,250000,15750000,1712,45,NO,63,PRIMER,RECOLETA,2
FRENCH 2600,33,210000,13230000,6364,40,NO,63,PRIMER,RECOLETA,2
FRENCH 2900,240,550000,34650000,2292,6,NO,63,PRIMER,RECOLETA,2
FRENCH 3000,71,249000,15687000,3507,16,NO,63,PRIMER,RECOLETA,2
GALLO 1100,40,135000,8505000,3375,30,NO,63,PRIMER,RECOLETA,2
GALLO 1400,76,250000,15750000,3289,0,NO,63,PRIMER,RECOLETA,2
GALLO 1477,100,250000,15750000,2500,6,NO,63,PRIMER,RECOLETA,2
"GELLY Y OBES, GRAL. 2000",280,1800000,113400000,6429,0,NO,63,PRIMER,RECOLETA,2
"GELLY Y OBES, GRAL. 2200",285,3000000,189000000,10526,75,NO,63,PRIMER,RECOLETA,2
GORRITI 3600,25,179000,11277000,7160,0,NO,63,PRIMER,RECOLETA,2
GUIDO 1900,134,420000,26460000,3134,0,NO,63,PRIMER,RECOLETA,2
GUIDO 1900,164,550000,34650000,3354,0,NO,63,PRIMER,RECOLETA,2
GUIDO 1900,51,255000,16065000,5000,0,NO,63,PRIMER,RECOLETA,2
GUIDO 1900,82,750000,47250000,9146,30,NO,63,PRIMER,RECOLETA,2
GUIDO 1950,200,790000,49770000,3950,0,NO,63,PRIMER,RECOLETA,2
"GUTIERREZ, JUAN MARIA 1400",14,150000,9450000,10714,5,SI,63,PRIMER,RECOLETA,2
"GUTIERREZ, JUAN MARIA 2545",14,110000,6930000,7857,6,NO,63,PRIMER,RECOLETA,2
"GUTIERREZ, JUAN MARIA 2576",126,525000,33075000,4167,0,NO,63,PRIMER,RECOLETA,2
JUNCAL 2431,96,90000,5670000,938,48,NO,63,PRIMER,RECOLETA,2
JUNIN 1000,130,1200000,75600000,9231,0,NO,63,PRIMER,RECOLETA,2
JUNIN 1300,43,170000,10710000,3953,50,NO,63,PRIMER,RECOLETA,2
LAPRIDA 1700,112,415000,26145000,3705,3,NO,63,PRIMER,RECOLETA,2
LAPRIDA 1774,112,415000,26145000,3705,3,NO,63,PRIMER,RECOLETA,2
LARREA 1300,100,265000,16695000,2650,0,NO,63,PRIMER,RECOLETA,2
LARREA 1343,100,265000,16695000,2650,45,NO,63,PRIMER,RECOLETA,2
LARREA 1419,80,220000,13860000,2750,10,NO,63,PRIMER,RECOLETA,2
"LAS HERAS, GRAL. 2000",357,400000,25200000,1120,0,NO,63,PRIMER,RECOLETA,2
"LAS HERAS, GRAL. 2000",66,450000,28350000,6818,0,NO,63,PRIMER,RECOLETA,2
"LAS HERAS, GRAL. 2104",30,85000,5355000,2833,45,NO,63,PRIMER,RECOLETA,2
"LAS HERAS, GRAL. 2200",410,2000000,126000000,4878,0,NO,63,PRIMER,RECOLETA,2
"LOPEZ, VICENTE 1700",50,290000,18270000,5800,2,NO,63,PRIMER,RECOLETA,2
"LOPEZ, VICENTE 1900",64,260000,16380000,4062,39,NO,63,PRIMER,RECOLETA,2
"MANSILLA, LUCIO NORBERTO, GRAL. 2400",30,175000,11025000,5833,0,NO,63,PRIMER,RECOLETA,2
"MANSILLA, LUCIO NORBERTO, GRAL. 2587",27,125000,7875000,4630,21,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 1000,12,39000,2457000,3250,40,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 1000,73,299000,18837000,4096,40,SI,63,PRIMER,RECOLETA,2
MONTEVIDEO 1079,10,30000,1890000,3000,40,SI,63,PRIMER,RECOLETA,2
MONTEVIDEO 1100,24,240000,15120000,10000,1,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 1200,45,350000,22050000,7778,0,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 1500,75,460000,28980000,6133,45,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 1600,35,389000,24507000,11114,40,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 1600,142,690000,43470000,4859,0,NO,63,PRIMER,RECOLETA,2
MONTEVIDEO 900,87,310202,19542726,3566,0,NO,63,PRIMER,RECOLETA,2
"PACHECO DE MELO, JOSE ANDRES 2100",160,350000,22050000,2188,0,NO,63,PRIMER,RECOLETA,2
"PACHECO DE MELO, JOSE ANDRES 2800",65,129000,8127000,1985,1,NO,63,PRIMER,RECOLETA,2
"PACHECO DE MELO, JOSE ANDRES 2900",79,263000,16569000,3329,0,NO,63,PRIMER,RECOLETA,2
"PACHECO DE MELO, JOSE ANDRES 2936",79,220000,13860000,2785,0,NO,63,PRIMER,RECOLETA,2
"PAGANO, JOSE LEON 2700",368,960000,60480000,2609,45,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2000,62,129900,8183700,2095,65,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2000,90,230000,14490000,2556,7,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2000,116,298000,18774000,2569,7,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2000,90,385000,24255000,4278,50,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2000,61,280000,17640000,4590,30,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2041,68,182172,11476836,2679,0,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2300,1800,1950000,122850000,1083,30,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2400,161,330000,20790000,2050,90,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2455,130,260000,16380000,2000,55,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2500,70,380000,23940000,5429,25,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2800,222,500000,31500000,2252,20,NO,63,PRIMER,RECOLETA,2
PARAGUAY 2811,215,480000,30240000,2233,40,NO,63,PRIMER,RECOLETA,2
PARAGUAY 3100,30,129500,8158500,4317,35,NO,63,PRIMER,RECOLETA,2
PARANA 1000,14,180000,11340000,12857,45,NO,63,PRIMER,RECOLETA,2
PEÑA 2000,400,1200000,75600000,3000,0,NO,63,PRIMER,RECOLETA,2
PEÑA 2780,15,75000,4725000,5000,40,NO,63,PRIMER,RECOLETA,2
POSADAS 1400,877,1600000,100800000,1824,0,NO,63,PRIMER,RECOLETA,2
PUEYRREDON 1200,32,320000,20160000,10000,0,NO,63,PRIMER,RECOLETA,2
PUEYRREDON 1224,70,390000,24570000,5571,45,NO,63,PRIMER,RECOLETA,2
PUEYRREDON 2200,140,595000,37485000,4250,0,NO,63,PRIMER,RECOLETA,2
PUEYRREDON 2400,60,450000,28350000,7500,0,NO,63,PRIMER,RECOLETA,2
PUEYRREDON 2400,60,500000,31500000,8333,0,NO,63,PRIMER,RECOLETA,2
"QUINTANA, MANUEL, PRES. 500",84,650000,40950000,7738,0,NO,63,PRIMER,RECOLETA,2
"QUINTANA, MANUEL, PRES. 569",84,650000,40950000,7738,70,NO,63,PRIMER,RECOLETA,2
RIOBAMBA 900,58,235000,14805000,4052,60,NO,63,PRIMER,RECOLETA,2
RODRIGUEZ PENA 1000,91,650000,40950000,7143,0,NO,63,PRIMER,RECOLETA,2
RODRIGUEZ PENA 1100,116,120000,7560000,1034,0,NO,63,PRIMER,RECOLETA,2
RODRIGUEZ PENA 1300,52,260000,16380000,5000,0,NO,63,PRIMER,RECOLETA,2
RODRIGUEZ PENA 1407,70,490000,30870000,7000,0,NO,63,PRIMER,RECOLETA,2
RODRIGUEZ PENA 1800,61,620000,39060000,10164,40,NO,63,PRIMER,RECOLETA,2
RODRIGUEZ PENA 2200,244,750000,47250000,3074,0,NO,63,PRIMER,RECOLETA,2
SANCHEZ DE BUSTAMANTE 1400,54,200000,12600000,3704,5,NO,63,PRIMER,RECOLETA,2
SANCHEZ DE BUSTAMANTE 1800,70,320000,20160000,4571,3,NO,63,PRIMER,RECOLETA,2
SANCHEZ DE BUSTAMANTE 2100,440,900000,56700000,2045,0,SI,63,PRIMER,RECOLETA,2
SANTA FE 1441,22,34400,2167200,1564,25,SI,63,PRIMER,RECOLETA,2
SANTA FE 1441,11,18000,1134000,1636,3,SI,63,PRIMER,RECOLETA,2
SANTA FE 1441,9,25000,1575000,2778,45,SI,63,PRIMER,RECOLETA,2
SANTA FE 1441,22,19500,1228500,886,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1500,150,1950000,122850000,13000,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1500,60,800000,50400000,13333,11,NO,63,PRIMER,RECOLETA,2
SANTA FE 1500,27,39000,2457000,1444,40,SI,63,PRIMER,RECOLETA,2
SANTA FE 1500,24,40900,2576700,1704,30,SI,63,PRIMER,RECOLETA,2
SANTA FE 1544,27,34900,2198700,1293,46,NO,63,PRIMER,RECOLETA,2
SANTA FE 1544,18,28000,1764000,1556,46,SI,63,PRIMER,RECOLETA,2
SANTA FE 1544,24,40900,2576700,1704,30,NO,63,PRIMER,RECOLETA,2
SANTA FE 1544,27,47000,2961000,1741,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1544,20,39900,2513700,1995,45,NO,63,PRIMER,RECOLETA,2
SANTA FE 1600,90,1230000,77490000,13667,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1600,26,63000,3969000,2423,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1600,12,47000,2961000,3917,0,SI,63,PRIMER,RECOLETA,2
SANTA FE 1600,300,149000,9387000,497,15,NO,63,PRIMER,RECOLETA,2
SANTA FE 1600,12,90000,5670000,7500,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1700,350,5000000,315000000,14286,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1800,15,39000,2457000,2600,30,NO,63,PRIMER,RECOLETA,2
SANTA FE 1823,12,59000,3717000,4917,50,SI,63,PRIMER,RECOLETA,2
SANTA FE 1900,5,25000,1575000,5000,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 1900,130,1100000,69300000,8462,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2000,250,1500000,94500000,6000,20,NO,63,PRIMER,RECOLETA,2
SANTA FE 2000,170,1500000,94500000,8824,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2000,158,1500000,94500000,9494,30,NO,63,PRIMER,RECOLETA,2
SANTA FE 2300,240,2600000,163800000,10833,21,NO,63,PRIMER,RECOLETA,2
SANTA FE 2450,30,50000,3150000,1667,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2450,28,47000,2961000,1679,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2450,23,40000,2520000,1739,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2450,17,32000,2016000,1882,40,NO,63,PRIMER,RECOLETA,2
SANTA FE 2450,18,35000,2205000,1944,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2450,11,25000,1575000,2273,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2600,542,5000000,315000000,9225,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 2700,60,775000,48825000,12917,30,NO,63,PRIMER,RECOLETA,2
SANTA FE 2700,20,65000,4095000,3250,40,NO,63,PRIMER,RECOLETA,2
SANTA FE 2729,20,79000,4977000,3950,70,NO,63,PRIMER,RECOLETA,2
SANTA FE 2729,21,105000,6615000,5000,0,NO,63,PRIMER,RECOLETA,2
SANTA FE 3077,223,1700000,107100000,7623,1,NO,63,PRIMER,RECOLETA,2
SOLER 3200,133,200000,12600000,1504,14,NO,63,PRIMER,RECOLETA,2
SOLER 3200,25,100000,6300000,4000,35,NO,63,PRIMER,RECOLETA,2
SOLER 3500,172,330000,20790000,1919,25,NO,63,PRIMER,RECOLETA,2
SOLER 3500,140,500000,31500000,3571,0,NO,63,PRIMER,RECOLETA,2
URIBURU 1008,580,750000,47250000,1293,0,NO,63,PRIMER,RECOLETA,2
URIBURU 1400,30,209000,13167000,6967,7,NO,63,PRIMER,RECOLETA,2
URUGUAY 1072,22,395000,24885000,17955,50,NO,63,PRIMER,RECOLETA,2
URUGUAY 900,63,275000,17325000,4365,0,SI,63,PRIMER,RECOLETA,2
"ALEM, LEANDRO N. 1002",250,950000,59850000,3800,29,NO,63,PRIMER,RETIRO,1
ALVEAR 1444,350,2200000,138600000,6286,40,SI,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1000",334,400000,25200000,1198,35,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1200",30,285000,17955000,9500,50,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1243",310,423000,26649000,1365,32,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1298",106,340000,21420000,3208,0,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1300",22,99000,6237000,4500,30,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1300",150,119900,7553700,799,0,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 1348",150,114900,7238700,766,40,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 500",450,2000000,126000000,4444,10,NO,63,PRIMER,RETIRO,1
"ALVEAR, MARCELO T. De 900",350,199000,12537000,569,30,NO,63,PRIMER,RETIRO,1
ARENALES 1100,40,250000,15750000,6250,0,NO,63,PRIMER,RETIRO,1
ARENALES 1200,21,215000,13545000,10238,0,NO,63,PRIMER,RETIRO,1
ARENALES 1264,20,212000,13356000,10600,15,NO,63,PRIMER,RETIRO,1
ARENALES 800,130,385000,24255000,2962,35,NO,63,PRIMER,RETIRO,1
ARENALES 900,60,155000,9765000,2583,0,NO,63,PRIMER,RETIRO,1
ARENALES 900,73,250000,15750000,3425,0,NO,63,PRIMER,RETIRO,1
ARENALES 961,67,240000,15120000,3582,19,NO,63,PRIMER,RETIRO,1
ARENALES 961,67,250000,15750000,3731,38,NO,63,PRIMER,RETIRO,1
CERRITO 1000,65,490000,30870000,7538,0,SI,63,PRIMER,RETIRO,1
CERRITO 1062,112,450000,28350000,4018,20,NO,63,PRIMER,RETIRO,1
CERRITO 1100,38,460000,28980000,12105,50,NO,63,PRIMER,RETIRO,1
CERRITO 1100,448,2000000,126000000,4464,43,NO,63,PRIMER,RETIRO,1
CERRITO 1300,30,210000,13230000,7000,0,NO,63,PRIMER,RETIRO,1
CERRITO 1332,80,235000,14805000,2938,65,NO,63,PRIMER,RETIRO,1
CORDOBA 1100,200,1800000,113400000,9000,0,SI,63,PRIMER,RETIRO,1
CORDOBA 1300,217,638000,40194000,2940,0,NO,63,PRIMER,RETIRO,1
DEL LIBERTADOR 200,84,350000,22050000,4167,0,NO,63,PRIMER,RETIRO,1
DEL LIBERTADOR 264,82,210000,13230000,2561,0,NO,63,PRIMER,RETIRO,1
FLORIDA 1000,114,490000,30870000,4298,0,NO,63,PRIMER,RETIRO,1
FLORIDA 816,190,1990000,125370000,10474,30,NO,63,PRIMER,RETIRO,1
FLORIDA 838,24,60000,3780000,2500,60,NO,63,PRIMER,RETIRO,1
FLORIDA 860,18,32000,2016000,1778,73,NO,63,PRIMER,RETIRO,1
FLORIDA 880,25,44000,2772000,1760,40,NO,63,PRIMER,RETIRO,1
FLORIDA 943,26,29500,1858500,1135,0,NO,63,PRIMER,RETIRO,1
JUNCAL 1200,45,240000,15120000,5333,0,NO,63,PRIMER,RETIRO,1
JUNCAL 1300,45,290000,18270000,6444,0,NO,63,PRIMER,RETIRO,1
JUNCAL 1341,36,230000,14490000,6389,0,NO,63,PRIMER,RETIRO,1
JUNCAL 900,70,330000,20790000,4714,0,NO,63,PRIMER,RETIRO,1
LIBERTAD 1000,58,280000,17640000,4828,70,NO,63,PRIMER,RETIRO,1
LIBERTAD 1300,51,398000,25074000,7804,35,NO,63,PRIMER,RETIRO,1
LIBERTAD 1300,39,380000,23940000,9744,5,NO,63,PRIMER,RETIRO,1
LIBERTAD 900,708,1400000,88200000,1977,0,NO,63,PRIMER,RETIRO,1
MAIPU 834,208,420000,26460000,2019,20,NO,63,PRIMER,RETIRO,1
MAIPU 872,100,230000,14490000,2300,50,NO,63,PRIMER,RETIRO,1
MAIPU 900,310,700000,44100000,2258,0,NO,63,PRIMER,RETIRO,1
MAIPU 900,81,298000,18774000,3679,5,NO,63,PRIMER,RETIRO,1
PARAGUAY 1400,131,250000,15750000,1908,0,SI,63,PRIMER,RETIRO,1
PARAGUAY 1400,114,298000,18774000,2614,40,NO,63,PRIMER,RETIRO,1
PARAGUAY 400,425,700000,44100000,1647,20,NO,63,PRIMER,RETIRO,1
PARAGUAY 500,291,690000,43470000,2371,0,NO,63,PRIMER,RETIRO,1
PARAGUAY 500,154,370000,23310000,2403,0,NO,63,PRIMER,RETIRO,1
PARAGUAY 555,165,550000,34650000,3333,50,NO,63,PRIMER,RETIRO,1
PARAGUAY 700,170,225000,14175000,1324,40,NO,63,PRIMER,RETIRO,1
PARAGUAY 700,187,760000,47880000,4064,0,NO,63,PRIMER,RETIRO,1
PARAGUAY 727,220,349000,21987000,1586,20,NO,63,PRIMER,RETIRO,1
PARAGUAY 800,290,490000,30870000,1690,40,NO,63,PRIMER,RETIRO,1
PARAGUAY 900,48,75000,4725000,1562,40,NO,63,PRIMER,RETIRO,1
PARERA 100,75,590000,37170000,7867,0,NO,63,PRIMER,RETIRO,1
"PELLEGRINI, CARLOS 1255",131,750000,47250000,5725,20,NO,63,PRIMER,RETIRO,1
POSADAS 1100,31,290000,18270000,9355,25,NO,63,PRIMER,RETIRO,1
SAN MARTIN 1000,81,290000,18270000,3580,0,SI,63,PRIMER,RETIRO,1
SANTA FE 1100,25,25000,1575000,1000,40,NO,63,PRIMER,RETIRO,1
SANTA FE 1100,93,1000000,63000000,10753,30,NO,63,PRIMER,RETIRO,1
SANTA FE 1100,19,38000,2394000,2000,0,NO,63,PRIMER,RETIRO,1
SANTA FE 1100,62,429000,27027000,6919,40,SI,63,PRIMER,RETIRO,1
SANTA FE 1200,19,42500,2677500,2237,20,SI,63,PRIMER,RETIRO,1
SANTA FE 1200,16,38000,2394000,2375,40,SI,63,PRIMER,RETIRO,1
SANTA FE 900,65,570000,35910000,8769,40,NO,63,PRIMER,RETIRO,1
SUIPACHA 1000,100,250000,15750000,2500,45,NO,63,PRIMER,RETIRO,1
SUIPACHA 1300,84,290000,18270000,3452,20,NO,63,PRIMER,RETIRO,1
SUIPACHA 900,172,329000,20727000,1913,50,NO,63,PRIMER,RETIRO,1
SUIPACHA 931,48,40000,2520000,833,45,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1000,375,650000,40950000,1733,30,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1000,107,420000,26460000,3925,40,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1000,100,490000,30870000,4900,40,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1018,140,550000,34650000,3929,45,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1087,63,340000,21420000,5397,0,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1100,124,395000,24885000,3185,40,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1100,894,500000,31500000,559,19,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1200,247,300000,18900000,1215,50,NO,63,PRIMER,RETIRO,1
TALCAHUANO 1221,270,300000,18900000,1111,60,NO,63,PRIMER,RETIRO,1
TRES SARGENTOS 300,480,1800000,113400000,3750,119,NO,63,PRIMER,RETIRO,1
TRES SARGENTOS 454,230,450000,28350000,1957,0,NO,63,PRIMER,RETIRO,1
URUGUAY 1200,90,360000,22680000,4000,50,NO,63,PRIMER,RETIRO,1
URUGUAY 858,44,250000,15750000,5682,0,NO,63,PRIMER,RETIRO,1
URUGUAY 871,17,120000,7560000,7059,40,NO,63,PRIMER,RETIRO,1
"ARTIGAS, JOSE GERVASIO DE, 3800",313,360000,22680000,1150,30,NO,63,PRIMER,AGRONOMIA,15
ASUNCION 2600,195,234900,14798700,1205,50,NO,63,PRIMER,AGRONOMIA,15
"MORAN, PEDRO 2493",25,98500,6205500,3940,40,NO,63,PRIMER,AGRONOMIA,15
SAN MARTIN 4630,39,125000,7875000,3205,2,SI,63,PRIMER,AGRONOMIA,15
SAN MARTIN 6100,100,285000,17955000,2850,0,SI,63,PRIMER,AGRONOMIA,15
